orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf,abstract
qgyEEb6wkh,Applications,Health Medicine,Poster,False,2,4,Modeling Attributional Style at Scale: A Dataset and Analysis for Psychological Attribution Assessment and Reframing,Qiang Zhou; Hanzhen Zhu; Pan Wang; Rui Tu; Huaizhi Qu; Zhuoran Wang; Xin Hu; Lei Li; Tianlong Chen; Jingtong Hu,,https://openreview.net/forum?id=qgyEEb6wkh,,,"According to the reformulated Learned Helplessness theory, repeated exposure to uncontrollable negative events can foster a depressogenic attributional style—increasing susceptibility to depression yet remaining a tractable target for cognitive therapy. Computational research on attributional cognition, however, is hampered by the lack of large-scale datasets and robust evaluation protocols. In this work, we introduce the Attributional Style Transfer Dataset (ASTD) along with dedicated evaluation metrics, the first benchmark designed to model, assess, and reframe attributional explanations at scale. Constructed via a Prevent–Filter–Validate pipeline that integrates LLM-based generation with specialist validation, ASTD contains 42,000 real-world events paired with psychologically grounded attributions spanning seven styles. Using this dataset, we address two key challenges: (1) scalable assessment of attributional style via both supervised classifiers and zero/few-shot LLMs; and (2) attributional reframing and evaluation, where we propose automatic evaluation metrics to quantify psychological validity. Furthermore, we leverage our proposed metrics to construct a preference dataset, fine-tuning LLMs with Direct Preference Optimization (DPO) and achieving substantial gains in reframing quality. Together, our dataset, metrics, and methodology offer a new paradigm for understanding and modeling attributional style, with direct implications for scalable and adaptive mental health interventions."
WXNjDNDnpy,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Hyperbolic neural population geometry benefits computation,Dennis Wu; Yi-Chun Hung; Braden Yuille; James E Fitzgerald; Han Liu,2606.10238,https://openreview.net/forum?id=WXNjDNDnpy,2606.10238,,"Neural population geometry shapes downstream
computation. Recent empirical findings in neurobiology suggest that a hyperbolic structure underlies population activity in the hippocampus. Here
we provide a theoretical framework for this phenomenon. First, we propose a plausible construction of hippocampal tuning curves that statistically induces hyperbolic geometry. Next, we establish a connection between neural decoding and associative memory by demonstrating that the Modern Hopfield Network update rule computes the
minimum mean-squared-error (MMSE) estimator.
Finally, we introduce a novel associative memory
model defined in hyperbolic space that yields significantly larger capacity than leading models. Our
results suggest that animals encode spatial information as a latent hyperbolic cognitive map, improving both memory capacity and decoding accuracy."
aJVkQAd7tv,Applications,Health Medicine,Poster,False,5,10,Learning Adaptive Perturbation-Conditioned Contexts for Robust Transcriptional Response Prediction,Yinhua Piao; Hyomin Kim; Seonghwan Kim; Yunhak Oh; Junhyeok Jeon; Sang-Yeon Hwang; Jaechang Lim; Woo Youn Kim; Chanyoung Park; Sungsoo Ahn,2602.18885,https://openreview.net/forum?id=aJVkQAd7tv,2602.18885,2602.18885,"Predicting high-dimensional transcriptional responses to genetic perturbations is challenging because signals are sparse and experimental noise is severe. Existing methods often suffer from mean collapse, achieving high correlation by predicting the global average expression rather than perturbation-specific responses, which yields false positives and poor interpretability. Methods that add biological knowledge graphs typically treat them as dense, static priors shared across perturbations, propagating noise. We propose AdaPert, which counters mean collapse by extracting a sparse, perturbation-specific subgraph via differentiable node selection, then suppressing spurious variation in non-responsive genes while emphasizing differentially expressed ones. Across multiple benchmarks, AdaPert outperforms existing baselines, with the largest gains on DEG-aware metrics."
coNswqxIlk,Applications,Health Medicine,Poster,False,3,6,Adaptive DNA Sequence Modeling via Synergistic Plasticity Units,Binghao Liu; Wenzheng Zhao; Zhijie Zheng; Fei Gu,,https://openreview.net/forum?id=coNswqxIlk,,,"Effective DNA modeling demands the integration of complex patterns such as local motifs, long-range dependencies, and periodic signals. Yet, architectures like CNNs, Transformers, and SSMs are hindered by static or time-domain-exclusive designs, which limit their representational flexibility. To address this, we introduce the **Synergistic Plasticity Unit (SPU)**, a scalable architecture that achieves multi-level plasticity through three synergistic layers. Specifically, SPU integrates a *Locus Plasticity Layer* (LPL) to capture fine-grained local motifs via token-specific convolution operations, while utilizing a *Domain Plasticity Layer* (DPL) to form multi-domain global features by concurrently modeling sequential (time) and spectral (frequency) patterns. Furthermore, it incorporates a *Saliency Plasticity Layer* (SPL) to optimize information flow through dual-axis saliency scoring. Supported by theoretical analysis, extensive empirical validation, and in-depth biological interpretation, this unified design enables SPU to achieve state-of-the-art performance with quasi-linear complexity, establishing a robust and principled paradigm for DNA modeling."
BaHOWWzl5B,Applications,Health Medicine,Poster,False,6,12,RiboSphere: Learning Unified and Efficient Representations of RNA Structures,Zhou Zhang; Hanqun Cao; Cheng Tan; Fang Wu; Pheng-Ann Heng; Tianfan Fu,2603.19636,https://openreview.net/forum?id=BaHOWWzl5B,2603.19636,,"Accurate RNA structure modeling remains difficult because RNA backbones are highly flexible, non-canonical interactions are prevalent, and experimentally determined 3D structures are comparatively scarce. We introduce RiboSphere, a framework that learns discrete geometric representations of RNA by combining vector quantization with flow matching. Our design is motivated by the modular organization of RNA architecture: complex folds are composed from recurring structural motifs. RiboSphere uses a geometric transformer encoder to produce approximately SE(3)-invariant (rotation/translation-invariant) features, which are discretized with finite scalar quantization (FSQ) into a finite vocabulary of latent codes. Conditioned on these discrete codes, a flow-matching decoder reconstructs atomic coordinates, enabling high-fidelity structure generation. We find that the learned code indices are enriched for specific RNA motifs, suggesting that the model captures motif-level compositional structure rather than acting as a purely compressive bottleneck. Across benchmarks, RiboSphere achieves strong performance in structure reconstruction (RMSD 1.25\,\AA, TM-score 0.84), and its pretrained discrete representations transfer effectively to inverse folding and RNA--ligand binding prediction, with robust generalization in data-scarce regimes."
vGeNaFHdET,Applications,Neuroscience Cognitive Science,Poster,False,5,10,EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models,Wei Xiong; Jiangtong Li; Jie Li; Kun Zhu; Changjun Jiang,2508.17742,https://openreview.net/forum?id=vGeNaFHdET,2508.17742,2508.17742,"Electroencephalography foundation models (EEG-FMs) have advanced brain signal analysis, but the lack of standardized evaluation benchmarks impedes model comparison and scientific progress. 
Current evaluations rely on inconsistent protocols that render cross-model comparisons unreliable, while a lack of diagnostic analyses obscures the internal mechanisms driving transfer efficiency and scaling behaviors.
To address this, we introduce **EEG-FM-Bench**, a unified system for the standardized evaluation of EEG-FMs.
The benchmark integrates 14 datasets across 10 paradigms and incorporates diverse experimental settings, including multiple fine-tuning strategies, task organizations, and classifier configurations, supported by tools for gradient and representation analysis.
Our experiments and analysis reveal several critical insights: (1) multi-task learning often acts as a useful regularizer that mitigates overfitting in data-scarce EEG contexts, although negative transfer can arise under specific task paradigms; (2) pre-training efficiency is currently limited by gradient conflicts between reconstruction objectives and downstream tasks; 
(3) under released checkpoints and a matched downstream protocol, 
model or data scale alone does not fully explain transfer performance, while objective alignment, adaptation compatibility, and EEG-specific design appear to be important factors. 
This benchmark enables fair comparison and reproducible analysis, providing a step toward fairer comparison and more interpretable analysis of EEG-FMs. Code is available at https://github.com/xw1216/EEG-FM-Bench."
BUxrIaf7Zc,Applications,Health Medicine,Poster,False,6,12,On Revisiting Entropy for Identifying Mislabeled Images,Chunlei Li; Zixuan Zheng; Yilei Shi; Guanglu Dong; Pengfei Li; Jingliang Hu; Xiao Xiang Zhu; Lichao Mou,2605.31090,https://openreview.net/forum?id=BUxrIaf7Zc,2605.31090,,"Mislabeled samples in training datasets severely degrade the performance of deep networks, as overparameterized models tend to memorize erroneous labels. We address this challenge by proposing a novel approach for mislabeled data detection that leverages training dynamics. Our method is grounded in the key observation that correctly labeled samples exhibit consistent entropy decrease during training, while mislabeled samples maintain relatively high entropy throughout the training process. Building on this insight, we introduce a signed entropy integral (SEI) statistic that captures both the magnitude and temporal trend of prediction entropy across training epochs. SEI is broadly applicable to classification networks and demonstrates particular effectiveness when integrated with contrastive language-image pretraining (CLIP) architectures. Through extensive experiments on four medical imaging datasets---a domain particularly susceptible to labeling errors due to diagnostic complexity---spanning diverse modalities and pathologies, we demonstrate that SEI achieves state-of-the-art performance in mislabeled data identification, outperforming existing methods while maintaining computational efficiency and implementation simplicity. Our code is available at https://github.com/MedAITech/SEI."
9wpwfSJCp9,Applications,Health Medicine,Poster,True,6,12,SleepLM: Natural-Language Intelligence for Human Sleep,Zongzhe Xu; Zitao Shuai; Eideen Mozaffari; Ravi Shankar Aysola; Rajesh Kumar; Yuzhe Yang,2602.23605,https://openreview.net/forum?id=9wpwfSJCp9,2602.23605,2602.23605,"We present SleepLM, a family of sleep-language foundation models that enable human sleep alignment, interpretation, and interaction with natural language.
Despite the critical role of sleep, learning-based sleep analysis systems operate in closed label spaces (e.g., predefined stages or events) and fail to describe, query, or generalize to novel sleep phenomena.
SleepLM bridges natural language and multimodal polysomnography, enabling language-grounded representations of sleep physiology.
To support this alignment, we introduce a multilevel sleep caption generation pipeline that enables the curation of the first large-scale sleep-text dataset, comprising over 100K hours of data from more than 10,000 individuals.
Furthermore, we present a unified pretraining objective that combines contrastive alignment, caption generation, and signal reconstruction to better capture physiological fidelity and cross-modal interactions.
Extensive experiments on real-world sleep understanding tasks verify that SleepLM outperforms state-of-the-art in zero-shot and few-shot learning, cross-modal retrieval, and sleep captioning. Importantly, SleepLM also exhibits intriguing capabilities including language-guided event localization, targeted insight generation, and zero-shot generalization to unseen tasks.
To support reproducibility and future work, we open-source the captioning pipeline, pretrained checkpoints, and the model architectures at https://github.com/yang-ai-lab/SleepLM."
gkR8wS8OXs,Applications,Health Medicine,Poster,False,2,4,Modeling Long-Tail Relations in the Operating Room via In-Context Multimodal Learning,Boqiang Xu; Wei Zhang; Ding Ma; Jian Liang; Zhenan Sun; Zhen Lei,,https://openreview.net/forum?id=gkR8wS8OXs,,,"Operating room (OR) scene graph generation (SGG) enables holistic modeling of OR domains by encoding interactions among medical staff, tools, and equipment as triplet-based structured scene graphs. Although existing OR SGG methods demonstrate satisfactory overall performance, they exhibit substantially lower accuracy on long-tail categories compared to head categories in OR data. We introduce SGG-ICL, a novel framework that represents the first attempt to address the long-tail problem in OR SGG by leveraging in-context learning (ICL). SGG-ICL first identifies long-tail samples via an Adaptive Router module and selectively applies ICL only to these samples. This selective routing strategy enhances performance on long-tail categories without degrading head-category accuracy. Subsequently, SGG-ICL constructs a candidate pool through multimodal retrieval and then employs a trained MLLM Reranker to re-rank the candidates, selecting the most similar examples to the test sample for ICL. The reranker is supervised by IoU scores derived from annotated SGG triplets and exploits rich multimodal information to estimate pairwise sample similarity. Experimental results show that SGG-ICL improves accuracy on long-tail categories by 6.9%, while also achieving a 2.6% improvement in overall accuracy."
VzZxoRiU3G,Applications,Health Medicine,Poster,False,2,4,MEDA: Medical-Oriented Activation Editing for Hallucination Mitigation in Medical Large Vision-Language Model,Tianbo Wang; Yuqing Ma; Lingyan Meng; Zhange Zhang; Kewei Liao; Jian Yang; Simin Li; Jinyang Guo; Xianglong Liu,,https://openreview.net/forum?id=VzZxoRiU3G,,,"Medical Large Vision-Language Models (Med-LVLMs) suffer from severe hallucinations, posing critical safety risks in clinical deployment. Editing LVLM activations has shown promise for mitigating hallucination with minimal cost. However, due to the requirements of medical domain expertise, existing methods struggle to capture imaging manifestations and diagnostic principles that are critical for clinical interpretation, thereby limiting their effectiveness. To address these limitations, we propose the first MEDical-oriented Activation Editing (MEDA) method by integrating Query-decisive Manifestation Steering (QMS) and Principle-driven Diagnosis Induction (PDI) to promote Med-LVLM's expertise elicitation. Specifically, QMS retrieves positive query-decisive imaging manifestations as trusted guidance for activation steering, while PDI constructs positive principle-embedded diagnostic prompts to induce expert-like clinical reasoning. Extensive experiments across six benchmarks and six LVLMs demonstrate that MEDA efficiently improves the response factuality with up to a 10.2\% gain on IU-Xray, while exhibiting strong generalization and few-shot robustness."
Lh3Hico2Pe,Applications,Health Medicine,Poster,False,6,12,DC-W2S: Dual-Consensus Weak-to-Strong Training for Reliable Process Reward Modeling in Biological Reasoning,Chi-Min Chan; Ehsan Hajiramezanali; Xiner Li; Edward De Brouwer; Carl Edwards; Wei Xue; Sirui Han; Yike Guo; Gabriele Scalia,2603.08095,https://openreview.net/forum?id=Lh3Hico2Pe,2603.08095,,"In scientific reasoning tasks, the veracity of the reasoning process is as critical as the final outcome. While Process Reward Models (PRMs) offer a solution to the coarse-grained supervision problems inherent in Outcome Reward Models (ORMs), their deployment is hindered by the prohibitive cost of obtaining expert-verified step-wise labels. This paper addresses the challenge of training reliable PRMs using abundant but noisy ""weak"" supervision. We argue that existing Weak-to-Strong Generalization (W2SG) theories lack prescriptive guidelines for selecting high-quality training signals from noisy data. To bridge this gap, we introduce the Dual-Consensus Weak-to-Strong (DC-W2S) framework. By intersecting Self-Consensus (SC) metrics among weak supervisors with Neighborhood-Consensus (NC) metrics in the embedding space, we stratify supervision signals into distinct reliability regimes. We then employ a curriculum of instance-level balanced sampling and label-level reliability-aware masking to guide the training process. We demonstrate that DC-W2S enables the training of robust PRMs for complex reasoning without exhaustive expert annotation, proving that strategic data curation is more effective than indiscriminate training on large-scale noisy datasets."
QZO3oby12w,Applications,Neuroscience Cognitive Science,Poster,True,5,10,AI Engram: In Search of Memory Traces in Artificial Intelligence,Jea Kwon; Dong-Kyum Kim; Jiwon Kim; Yonghyun Kim; Woong Kook; Meeyoung Cha,2606.14997,https://openreview.net/forum?id=QZO3oby12w,2606.14997,,"Memory formation is fundamental to intelligence, yet whether deep neural networks preserve identifiable memory traces analogous to biological memory units remains an open question. This work introduces a geometric framework to identify such “AI engrams” by formalizing the neuroscientific criteria of specificity, reactivation, sufficiency, and necessity into a constrained inverse problem. We derive a closed-form estimator that isolates individual memory traces from globally entangled parameters, and show that this biologically-derived solution corresponds to a natural gradient update on the parameter manifold. AI engrams enable surgical manipulation of learned knowledge: any subset of memories can be composed or erased through linear arithmetic, without iterative optimization. Experiments ranging from simple MLPs to LLMs demonstrate the causal validity and substantial scalability of AI engrams. Together, these results bridge theories of biological memory and artificial representation learning and offer geometric insight into how deep networks simultaneously support functional specificity within distributed storage."
klUTVUyqw7,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Towards the Training of Deeper Predictive Coding Neural Networks,Chang Qi; Matteo Forasassi; Thomas Lukasiewicz; Tommaso Salvatori,2506.23800,https://openreview.net/forum?id=klUTVUyqw7,2506.23800,,"Predictive coding networks are neural models that perform inference through an iterative energy minimization process, whose operations are local in space and time. While effective in shallow architectures, they suffer significant performance degradation beyond five to seven layers. In this work, we show that this degradation is caused by exponentially imbalanced errors between layers during weight updates, and by predictions from the previous layers not being effective in guiding updates in deeper layers. Furthermore, when training models with skip connections, the energy propagated by the residuals reaches higher layers faster than that propagated by the main pathway, affecting test accuracy. We address the first issue by introducing a novel precision-weighted optimization of latent variables that balances error distributions during the relaxation phase, the second issue by proposing a novel weight update mechanism that reduces error accumulation in deeper layers, and the third one by using auxiliary neurons that slow down the propagation of the energy in the residual connections.  Empirically, our methods achieve performance comparable to backpropagation on deep models such as ResNets, opening new possibilities for predictive coding in complex tasks."
fve4MEzeSp,Applications,Neuroscience Cognitive Science,Poster,False,5,10,A Conflict-aware Evidential Framework for Reliable Sleep Stage Classification,Yunzhi Tian; Dekui Wang; Qirong Bu; Wei Zhou; Xingxing Hao; Jun Feng,2605.17021,https://openreview.net/forum?id=fve4MEzeSp,2605.17021,,"Multi-view learning has been widely applied for sleep stage classification using multi-modal data. However, existing methods typically assume that different modalities are well-aligned, which is often unattainable in real-world scenarios, thereby compromising the reliability of the staging results. In this paper, we propose ConfSleepNet, a conflict-aware evidential framework that dynamically resolves inter-view conflicts. The framework consists of multi-view evidence extraction and conflict-aware aggregation. In the first phase, it learns category-related evidence from different modalities, which represents the degree of support for individual sleep stages. Considering the inherent characteristics of varying modalities, we propose hybrid category structures for different modalities to promote more reasonable evidence learning. In the second phase, view-specific opinions, including prediction results and uncertainty, are constructed from the learned evidence. Notably, we propose a novel conflict-aware aggregation method that integrates these view-specific opinions into a reliable joint decision. This mechanism can effectively resolve conflicts among opinions and synthesize them into a reliable joint decision. Both theoretical analysis and experimental results demonstrate the effectiveness of ConfSleepNet in sleep staging tasks. The code is available at https://github.com/By4te/ConfSleepNet_ICML2026/."
sfVahQ4EWP,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Can Vision Language Models Learn Intuitive Physics from Interaction?,Luca M. Schulze Buschoff; Konstantinos Voudouris; Can Demircan; Eric Schulz,2602.06033,https://openreview.net/forum?id=sfVahQ4EWP,2602.06033,,"Pre-trained vision language models do not have good intuitions about the physical world. Recent work has shown that supervised fine-tuning can improve model performance on simple physical tasks. However, fine-tuned models do not appear to learn robust physical rules that can generalize to new contexts. Based on research in cognitive science, we hypothesize that models need to interact with an environment to properly learn its physical dynamics. We train models that learn through interaction with a simulated environment using reinforcement learning. While learning from interaction allows models to improve their within-task performance, it fails to produce models with generalizable physical intuitions. We find that models trained on one task do not reliably generalize to related tasks, even if the tasks share visual statistics and physical principles, and regardless of whether the models are trained through interaction."
9kWVQtpvJi,Applications,Health Medicine,Poster,False,5,10,Learning Treatment Allocations with Risk Control Under Partial Identifiability,Sofia Ek; Dave Zachariah,2505.08378,https://openreview.net/forum?id=9kWVQtpvJi,2505.08378,,"Learning beneficial treatment allocations for a patient population is an important problem in precision medicine. For such allocations, a certain proportion of treated patients may not receive any benefit. This proportion of unnecessary treated represents a `treatment risk' which is a waste of resources and may, in addition, expose patients to unnecessary adverse effects. Therefore, we aim to  control the treatment risk when learning beneficial allocations. This  learning problem is complicated by the fact that the treatment risk is generally not identifiable from either randomized trial or observational data. We propose a certifiable learning method that controls treatment risk, using finite samples in the partially identified setting. The method is illustrated using both simulated and real data."
ADUGteohC7,Applications,Neuroscience Cognitive Science,Poster,False,5,10,On the Infinite Width and Depth Limits of Predictive Coding Networks,Francesco Innocenti; El Mehdi Achour; Rafal Bogacz,2602.07697,https://openreview.net/forum?id=ADUGteohC7,2602.07697,,"Predictive coding (PC) is a biologically plausible alternative to standard backpropagation (BP) that minimises an energy function with respect to network activities before updating weights. Recent work has improved the training stability of deep PC networks (PCNs) by leveraging some BP-inspired reparameterisations. However, the full scalability and theoretical basis of these methods remain unclear. To address this gap, we study the infinite width and depth limits of PCNs. For linear residual networks, we show that the set of width- and depth-stable feature-learning parameterisations for PC is exactly the same as for BP. Moreover, under any of these parameterisations, the PC energy with equilibrated activities converges to the quadratic BP loss when the model width is much larger than the depth, resulting in PC computing the same gradients as BP. Experiments show that, as long as an activity equilibrium is reached, convergence to BP holds for nonlinear models including convolutional networks and transformers. Overall, this work constrains the types of parameterisation that are scalable with PC, while showing a way in which BP can be effectively implemented with only local updates in much wider than deep networks like the brain."
lywUbYpYfG,Applications,Health Medicine,Poster,True,3,6,DeCoDe: Decoupling Binding Position and Molecular Conformation in 3D Ligand Diffusion for Structure-Based Drug Design,Julong Yang; Wen Huang; Junhui Chen; Jian Peng,,https://openreview.net/forum?id=lywUbYpYfG,,,"Recent advances in diffusion models show promise for Structure-Based Drug Design (SBDD), which aims to generate 3D ligand molecules that bind tightly to specific protein targets. 
This involves jointly optimizing the ligand's 3D conformation and its binding position within the protein pocket. 
However, existing diffusion-based SBDD methods diffuse conformation and binding position synchronously within a high-dimensional joint space, leading to inefficient exploration and suboptimal generation quality in both aspects.
To address this, we propose **DeCoDe**, a novel diffusion framework that **decouples** the diffusion processes of the binding position and molecular conformation. 
Our key insight is to prioritize the perturbation of the ligand's internal conformation in the early stages of the forward (noising) process, while accelerating the perturbation of its global binding position later.
This design guides the reverse (denoising) process to *first coarsely position* the ligand within the pocket before *refining its detailed structure*, mimicking a more efficient, step-wise generation strategy.
Extensive experiments on the CrossDocked2020 benchmark show that DeCoDe achieves significantly higher structural fidelity (with an average improvement of 18%), while maintaining competitive binding affinity and overall molecular properties compared to state-of-the-art baselines."
8RE5i7g4uB,Applications,Health Medicine,Poster,False,6,12,Modeling Temporal scRNA-seq Data with Latent Gaussian Process and Optimal Transport,Mehmet Yigit Balik; Harri Lähdesmäki,2605.20989,https://openreview.net/forum?id=8RE5i7g4uB,2605.20989,,"Single-cell RNA sequencing provides insights into gene expression at single-cell resolution, yet inferring temporal processes from these static snapshot measurements remains a fundamental challenge. Current approaches utilizing neural differential equations and flows are sensitive to overfitting and lack careful considerations of biological variability. In this work, we propose a generative framework that models population trends using a latent heteroscedastic Gaussian process (GP) approximated by Hilbert space methods. To address the absence of genuine cell trajectories, we leverage an optimal transport (OT) objective that aligns generated and observed population distributions. Our method explicitly captures biological heterogeneity by incorporating cell-specific latent time and cell type conditioning to disentangle temporal asynchrony and trajectories to different cell types. We demonstrate state-of-the-art performance on complex interpolation and extrapolation benchmarks and introduce a novel gradient-based strategy for inferring perturbation trajectories."
oWqRhYpJb6,Applications,Health Medicine,Poster,False,6,12,TwinWeaver: An LLM-Based Foundation Model Framework for Pan-Cancer Digital Twins,Nikita Makarov; Maria Bordukova; Lena Voith von Voithenberg; Estrella Pivel-Villanueva; Sabrina J Mielke; Jonathan Wickes; Hanchen Wang; Mingyu Derek Ma; Keunwoo Choi; Kyunghyun Cho; Stephen Ra; Raul Rodriguez-Esteban; Fabian Schmich; Michael Patrick Menden,2601.20906,https://openreview.net/forum?id=oWqRhYpJb6,2601.20906,,"Precision oncology requires forecasting clinical events and trajectories, yet modeling sparse, multi-modal clinical time series remains a critical challenge.
We introduce TwinWeaver, an open-source framework that serializes longitudinal patient histories into text, enabling unified event prediction as well as forecasting with large language models, and use it to build Genie Digital Twin (GDT) on 93,054 patients across 20 cancer types.
In benchmarks, GDT significantly reduces forecasting errors, achieving a median Mean Absolute Scaled Error (MASE) of 0.87 compared to 0.97 for the strongest time-series baseline ($p<0.001$). Furthermore, GDT improves risk stratification, achieving an average concordance index (C-index) of 0.703 across survival, progression, and therapy switching tasks, surpassing the best baseline of 0.662. GDT also generalizes to out-of-distribution clinical trials, matching trained baselines at zero-shot and surpassing them with fine-tuning, achieving a median MASE of 0.75–0.88 and outperforming the strongest baseline in event prediction with an average C-index of 0.672 versus 0.648. Finally, TwinWeaver enables an interpretable clinical reasoning extension, providing a scalable and transparent foundation for longitudinal clinical modeling."
HENUU9VR8F,Applications,Health Medicine,Poster,False,5,10,PepCompass: Navigating Peptide Embedding Spaces Using Riemannian Geometry,Marcin Możejko; Adam Bielecki; Jurand Prądzyński; Hyun-Su Lee; Antoni Janowski; Michal Kmicikiewicz; Paulina Szymczak; Karol Jurasz; Marcin Traskowski; Michał Kucharczyk; Marcelo Der Torossian Torres; Cesar de la Fuente-Nunez; Ewa Szczurek,2510.01988,https://openreview.net/forum?id=HENUU9VR8F,2510.01988,,"Antimicrobial peptide discovery is challenged by the astronomical size of peptide space and the relative scarcity   of active peptides.
While generative models provide latent maps of this space, they typically ignore decoder-induced geometry and rely on flat Euclidean metrics, making exploration distorted and inefficient. Existing manifold-based approaches  assume fixed intrinsic dimensionality, which fails for real peptide data. We introduce **PepCompass**, a geometry-aware framework  based on a **Union of $\kappa$-Stable Riemannian Manifolds** that captures local decoder geometry while maintaining computational stability. PepCompass performs global interpolation via **Potential-minimizing Geodesic Search (PoGS)** to bias discovery toward promising seeds and enables local exploration through **Second-Order Riemannian Brownian Efficient Sampling** and **Mutation Enumeration in Tangent Space**, which together form **Local Enumeration Bayesian Optimization (LE-BO)**. PepCompass achieves a 100% *in-vitro* validation rate:  PoGS identifies four novel seeds and LE-BO optimizes them into 25 highly active, broad-spectrum peptides, demonstrating that geometry-informed exploration is a powerful paradigm for antimicrobial peptide design."
bMsBArF8MT,Applications,Health Medicine,Poster,False,5,10,CLINIC : Evaluating Multilingual Trustworthiness in Language Models for Healthcare,Akash Ghosh; Srivarshinee Sridhar; Raghav Kaushik Ravi; Muhsin Muhsin; Sriparna Saha; Chirag Agarwal,2512.11437,https://openreview.net/forum?id=bMsBArF8MT,2512.11437,2512.11437,"Integrating language models (LMs) in healthcare systems holds great promise for improving medical workflows and decision-making. However, a critical barrier to their global adoption is the lack of reliable evaluation of their trustworthiness in multilingual healthcare settings. Existing LMs are predominantly trained in high-resource languages, making them ill-equipped to handle the complexity and diversity of healthcare queries in mid- and low-resource languages, which poses significant challenges for deployment in global healthcare contexts where linguistic diversity is essential. In this work, we present CLINIC, a Comprehensive Multilingual Benchmark to evaluate the trustworthiness of language models in healthcare. CLINIC systematically benchmarks LMs across five key dimensions of trustworthiness: truthfulness, fairness, safety, robustness, and privacy, operationalized through 18 diverse tasks spanning 15 languages and covering a wide range of critical healthcare topics. Our extensive evaluation reveals that LMs struggle with factual correctness, demonstrate bias across demographic and linguistic groups, and remain susceptible to privacy breaches and adversarial attacks. By highlighting these shortcomings, CLINIC lays the foundation for enhancing the global reach and safety of LMs in healthcare across diverse languages."
WK1NvxRMsL,Applications,Neuroscience Cognitive Science,Poster,True,6,12,Linguistic Properties and Model Scale in Brain Encoding: From Small to Compressed Language Models,SUBBA REDDY OOTA; Vijay Rowtula; Satya Sai Srinath Namburi GNVV; Khushbu Pahwa; Anant Khandelwal; Manish Gupta; Tanmoy Chakraborty; Bapi Raju Surampudi,2602.07547,https://openreview.net/forum?id=WK1NvxRMsL,2602.07547,,"Recent work has shown that scaling large language models (LLMs) improves their alignment with human brain activity, yet it remains unclear what drives these gains or which representational properties are responsible. Although larger models often yield better task performance and brain alignment, they are  increasingly difficult to analyze mechanistically. This raises a fundamental question: \emph{what is the minimal model capacity required to capture brain-relevant representations?} To address this question, we systematically investigate how constraining model scale and numerical precision affects brain alignment. We compare full-precision LLMs, small language models (SLMs), and compressed variants (quantized and pruned) by predicting fMRI responses during naturalistic language comprehension. Across model families up to 14B parameters, we find that 3B SLMs achieve brain predictivity indistinguishable from larger LLMs, whereas 1B models degrade substantially, particularly in semantic language regions. Brain alignment is remarkably robust to compression: most quantization and pruning methods preserve neural predictivity, with GPTQ as a consistent exception. Linguistic probing reveals a dissociation between task performance and brain predictivity: compression degrades discourse, syntax, and morphology, yet brain predictivity remains largely unchanged.  Overall, brain alignment saturates at modest model scales and is resilient to compression, challenging common assumptions about neural scaling and motivating compact models for brain-aligned language modeling."
oB7gZX7MKP,Applications,Health Medicine,Poster,False,3,6,PathwayLLM: Explainable Clinical Trajectory Modeling with Structured Pathways for Sepsis Prediction,Zhengqiu Yu; Yueping Ding; Xiangrong Liu,,https://openreview.net/forum?id=oB7gZX7MKP,,,"Patient-level sepsis prediction requires models that track clinical deterioration over time and integrate heterogeneous structured evidence from electronic health records. We present PathwayLLM, a trajectory-based framework that grounds prediction on temporal signals, graph-structured evidence, and pathway-level clinical information derived from statistical dependency discovery. PathwayLLM follows a three-stage design. First, each observation window is encoded from multiple structured views, including physiological measurements, temporal dynamics, a heterogeneous patient-diagnosis-medication graph, and dependency-derived pathway signals. Second, these representations are injected into a pretrained language model as auxiliary contextual embeddings so that risk prediction and evidence-conditioned explanations can be learned jointly. Third, a Clinical Trajectory LSTM with Deterioration Attention aggregates window-level representations to highlight critical deterioration points and produce patient-level risk scores. On MIMIC-IV (15,410 ICU patients; 8.45% sepsis prevalence), PathwayLLM achieves AUROC 0.891 and AUPRC 0.724, outperforming strong time-series and pretrained baselines. External validation on eICU achieves AUROC 0.842 zero-shot and 0.867 after light fine-tuning. Ablation studies indicate that trajectory aggregation and structured clinical signals are key contributors, and clinician review suggests coherent, interpretable, and clinically relevant explanations."
